ProductModelName,ProductCategory,ProductPrice,RetailerName,RetailerZip,RetailerCity,RetailerState,ProductOnSale,ManufacturerName,ManufacturerRebate,UserID,UserAge,UserGender,UserOccupation,ReviewRating,ReviewDate,ReviewText
Samsung Tab 4,Tablet,299,hhgregg,90033,Los Angeles,CA,Yes,Samsung,No,uuqyo92,38,Male,Secretary,4,5/25/2014, Got the 8   Tablet and it is fantastic. Compared to Ipad I find it to be far superior and you cannot beat the price. 
Samsung TV 65 Curved,TV,2099,Frys,94158,San Francisco,CA,Yes,Samsung,No,iajas61,27,Male,Unknown,5,12/27/2014,You would not believe the picture on this Samsung I would get one again.
Samsung Tab 4,Tablet,299,hhgregg,60603,Chicago,IL,Yes,Samsung,No,yftto89,20,Male,Accountant,2,11/29/2014, I like the tablet ok
Dell Ispiron 15.6,Laptop,449,Target,94102,San Francisco,CA,Yes,Dell,No,hdgad45,44,Male,Accountant,5,12/5/2014,it work great a lot better thing the other one i had before that was no good it great on my WiFi to thank you
LG 65,TV,849,hhgregg,60603,Chicago,IL,Yes,LG,Yes,yionc31,43,Female,Student,5,9/13/2013,I purchased the LG 65 inch TV at Bestbuy for my dad.
Surface 3,Tablet,969,Walmart,90012,Los Angeles,CA,No,Microsoft,No,tkccq87,33,Female,Accountant,5,11/10/2014, The screen real estate is great
LG 65,TV,849,Bestbuy,94158,San Francisco,CA,Yes,LG,Yes,oyclg9,57,Male,Manager,4,9/17/2014,The screen was exactly what I was looking for
HP PAVALION  15.6,Laptop,319,Walmart,44114,Cleveland,OH,No,HP,No,kfcea90,42,Male,Programmer,5,4/1/2015, nice for home and easy jobs
Dell Ispiron 15.6,Laptop,349,hhgregg,33129,Miami,FL,Yes,Dell,No,yrudr26,20,Male,Accountant,1,10/25/2014,My Dell Inspiron CMOS battery died after only 1 year of use.
Surface 3,Tablet,925,hhgregg,60603,Chicago,IL,No,Microsoft,No,coslo12,39,Female,Secretary,1,10/14/2014, Even though I have the SP3 plugged in
Galaxy S4,Smart Phone,402,Frys,60603,Chicago,IL,No,Samsung,No,cooxn85,37,Male,Accountant,4,5/15/2013,great phone with a nice big screen for someone with bad eye site. wish it was more construction worker friendly
Samsung Tab 4,Tablet,299,Walmart,60585,Naperville,IL,Yes,Samsung,No,umcaa7,36,Male,Student,4,3/24/2014, This is a wonderful tablet
Samsung Tab 4,Tablet,349,Frys,90033,Los Angeles,CA,No,Samsung,No,dugkc55,40,Female,Programmer,5,5/25/2014,I really love my new tab 4. I went in to buy a Kindle and the Samsung rep showed me the tab 4 and I was blown away can do everything and more than the kindle.
Samsung TV 65 Curved,TV,1799,Walmart,2108,Boston,MA,Yes,Samsung,Yes,wcobg24,38,Male,Programmer,5,3/24/2014,Great tv for cost fills room up well and stunning picture
Samsung TV 60 LED,TV,1100,Bestbuy,2110,Boston,MA,Yes,Samsung,No,zjstk78,32,Male,Unknown,4,5/19/2014, Have a query and would appreciate any feed backs. When the TV is blank
Surface 3,Tablet,925,hhgregg,33130,Miami,FL,No,Microsoft,No,gtrrg38,32,Male,Secretary,5,11/25/2014, This tablet is an excellent table to use for work
Samsung TV 65 Curved,TV,2199,Walmart,90012,Los Angeles,CA,No,Samsung,No,fhgaf73,22,Male,Secretary,3,7/19/2014,Had to bring back the 1st T.V. as it was damaged right out of box.
iPhone 6,Smart Phone,399,Frys,90033,Los Angeles,CA,No,Apple,No,xefpl23,58,Male,Programmer,5,8/21/2014,Apple did a great job in improving the new iPhone
Samsung TV 65 Curved,TV,2199,hhgregg,60585,Naperville,IL,No,Samsung,No,ycmxi73,37,Male,Programmer,5,3/24/2014,it turned out to be a great decision
Samsung TV 65 Curved,TV,1799,hhgregg,44114,Cleveland,OH,Yes,Samsung,Yes,oqugq98,47,Male,Programmer,5,9/13/2013,I couldn't wait to get home and open up my new tv
Samsung Tab 4,Tablet,349,Frys,90012,Los Angeles,CA,No,Samsung,No,ahkrq85,59,Female,Unknown,4,8/10/2013,samsung tab four is a good product to use its help me in work a lot..
iPhone 6,Smart Phone,960,Frys,90033,Los Angeles,CA,No,Apple,No,qbkql70,50,Female,Unknown,4,11/29/2014, Overall
Galaxy S4,Smart Phone,269,Frys,90012,Los Angeles,CA,Yes,Samsung,Yes,dnanm55,36,Male,Unknown,5,10/14/2014,I upgraded my two-year-old Samsung III to a Samsung IV as I had dropped my III on a hard floor in the mall - walked right over to a Bestbuy Mobile location and they got me all set up with the upgrade.
Samsung Tab 4,Tablet,299,Frys,94102,San Francisco,CA,Yes,Samsung,No,xsgej63,37,Male,Programmer,3,6/18/2014,I brought this tablet for my fiance and he loves it way better than the galaxy tab 2 he had he says it's faster and has a brighter screen
Surface 3,Tablet,925,Walmart,94102,San Francisco,CA,No,Microsoft,No,fmlrc4,31,Female,Accountant,5,6/25/2014,I just started college and I'll never go back to paper notes again. 
Dell Ispiron 15.6,Laptop,449,Walmart,33129,Miami,FL,Yes,Dell,No,vnaox30,29,Male,Accountant,5,2/15/2015,excellent viewing angles
Samsung TV 60 LED,TV,1100,Frys,60585,Naperville,IL,Yes,Samsung,No,mdqwu87,30,Female,Accountant,4,5/15/2013, the more i watch this tv the more it impresses me life like picture just like looking out a window
Surface 3,Tablet,925,hhgregg,2110,Boston,MA,No,Microsoft,No,jxvqb59,23,Male,Unknown,1,3/13/2014,Less then 2 month later and less then 20 uses the kickstand broke on the right side as I was opening it
HP PAVALION  15.6,Laptop,376,Target,90033,Los Angeles,CA,No,HP,No,jwbzp79,49,Male,Accountant,5,3/14/2014,I was looking for a new laptop to upgrade 7 year old HP laptop. This is a good laptop for the price and its super fast.
Surface 3,Tablet,969,hhgregg,33130,Miami,FL,No,Microsoft,No,nbwbm60,45,Female,Programmer,5,3/15/2014,I wanted a larger screen and better battery. 
iPhone 6,Smart Phone,960,hhgregg,60585,Naperville,IL,No,Apple,No,emyiu53,39,Female,Student,5,3/16/2014,Iphone is great with its size and it's awesome....
Dell Ispiron 15.6,Laptop,499,Target,94102,San Francisco,CA,No,Dell,No,icade41,50,Male,Student,5,9/24/2014,It is lightweight and easy to set up and use. I like the screen size and the new windows operating system is great.
Samsung Tab 4,Tablet,349,Bestbuy,60585,Naperville,IL,No,Samsung,No,wwquu91,42,Male,Programmer,2,7/19/2014,I love the Samsung tablet. It was easy to learn how to operate it. Good battery life.
HP PAVALION  15.6,Laptop,319,hhgregg,94158,San Francisco,CA,No,HP,No,nlqdo74,22,Male,Student,3,10/28/2014,I was interested in a lower end computer
iPhone 6,Smart Phone,299,Walmart,33129,Miami,FL,Yes,Apple,No,htgny69,55,Female,Manager,5,7/23/2014,My favorite part of this phone is the fingerprint access! So much easier to unlock with a touch of a button.
Surface 3,Tablet,999,Walmart,90033,Los Angeles,CA,No,Microsoft,No,rwgxi82,38,Male,Unknown,1,5/24/2014,The touch screen is sluggish and lacks sensitivity.
LG 65,TV,999,Frys,94102,San Francisco,CA,No,LG,No,yodqk90,27,Male,Student,5,5/1/2014,Love my LG TV.
iPhone 6,Smart Phone,589,Bestbuy,60585,Naperville,IL,No,Apple,No,uxkdx76,48,Male,Student,3,12/27/2014, ts. I have mixed feelings about the bigger size; too big to carry around easily
Samsung TV 60 LED,TV,1200,Frys,90033,Los Angeles,CA,No,Samsung,No,axgbv64,39,Male,Unknown,1,6/21/2014,Bought this tv three months ago. Last week a blue line showed up from top to bottom of the screen close to the middle of it. Going to call Samsung customer service to try to sort this out. Had Samsung tvs in the past with no issues but I can't yet recommend this to a friend
LG 65,TV,849,Target,94158,San Francisco,CA,Yes,LG,Yes,afnly21,26,Female,Unknown,4,8/18/2014,Impressive TV! Fantastic price.
Samsung Tab 4,Tablet,299,Frys,33129,Miami,FL,Yes,Samsung,No,ntnns9,25,Male,Accountant,5,6/18/2014,This tablet looks and works great with a nice screen and Android OS. 
LG 65,TV,849,Target,90033,Los Angeles,CA,Yes,LG,Yes,mlypz12,25,Female,Student,5,6/10/2014,LG tvs are always good and the price was just right
LG 65,TV,849,Frys,60585,Naperville,IL,Yes,LG,Yes,hpalo72,53,Male,Programmer,4,6/18/2014,The Tv is great for the money and the MCI 480 is pretty good but the pictures isn't is as bright as the Samsung. 
Galaxy S4,Smart Phone,402,hhgregg,2108,Boston,MA,No,Samsung,No,xzgcx42,30,Female,Manager,5,11/25/2014,Bestbuy has great one on one service and traning for the phone which works great. Camera is amazing. Crystal clear pictures.
Samsung TV 60 LED,TV,1200,Walmart,44114,Cleveland,OH,No,Samsung,No,lofnc98,44,Female,Student,1,4/1/2015,GREAT SIZE BAD PICTURE. DIDNT WORK RIGHT. BAD DESIGN
Samsung TV 65 Curved,TV,1799,Walmart,44114,Cleveland,OH,Yes,Samsung,Yes,inyqo11,38,Male,Manager,4,12/1/2014,The color is great and there's so much more depth with the curved screen.
iPhone 6,Smart Phone,399,Target,44114,Cleveland,OH,No,Apple,No,mzzgz89,48,Male,Manager,5,8/18/2014,This is the best phone ever! I have service everywhere and its bigger than the 5. I love this phone!!!
LG 65,TV,999,hhgregg,90012,Los Angeles,CA,No,LG,No,hvsae57,54,Male,Student,5,3/13/2014, Great picture
Samsung TV 60 LED,TV,1100,Walmart,33130,Miami,FL,Yes,Samsung,No,gdioa10,58,Male,Secretary,4,11/29/2014,tv was what I expected. very happy with it. Thanks.
iPhone 6,Smart Phone,589,Walmart,94158,San Francisco,CA,No,Apple,No,mazpe46,24,Female,Accountant,5,6/10/2014,A amazing product... I got the iPhone 6 at first and decided I want to bigger screen.
Galaxy S4,Smart Phone,402,Walmart,90033,Los Angeles,CA,No,Samsung,No,hxfmb67,53,Male,Student,5,2/15/2014, Love this phone! User friendliness 
Dell Ispiron 15.6,Laptop,449,Frys,33130,Miami,FL,Yes,Dell,No,ksfxw56,57,Male,Unknown,5,12/1/2014,I'm loving it !!!! I have told people about it and they have looked at it and two have bought one from you.
Samsung TV 60 LED,TV,1200,Frys,60603,Chicago,IL,No,Samsung,No,oijqk90,23,Female,Accountant,1,12/20/2014,Battery overheats after few hours and then turns off
Galaxy S4,Smart Phone,402,Target,90012,Los Angeles,CA,No,Samsung,No,cnysc99,37,Male,Student,4,7/16/2014,My daughter really likes this phone - we bought it for her as a first smart phone. Takes good pictures.
HP PAVALION  15.6,Laptop,299,hhgregg,90012,Los Angeles,CA,Yes,HP,No,xwkxy49,32,Male,Manager,5,9/24/2014,I bought this because it was time to upgrade and I need a better computer for school. After some looking this ended up being the best deal.
Dell Ispiron 15.6,Laptop,449,Walmart,2110,Boston,MA,Yes,Dell,No,edxea74,50,Male,Programmer,2,12/27/2014, The Dell laptop computer is my favorite
Samsung TV 60 LED,TV,1100,Frys,90012,Los Angeles,CA,Yes,Samsung,No,rnfbo77,33,Male,Unknown,4,12/27/2014, We weren't looking for a tv... But you know after Christmas
Samsung TV 65 Curved,TV,2199,Target,60603,Chicago,IL,No,Samsung,No,lkidv22,42,Male,Manager,5,4/29/2014,so glad i got this right before march madness began!
Surface 3,Tablet,969,Walmart,44114,Cleveland,OH,No,Microsoft,No,nvmzv82,39,Female,Accountant,4,12/27/2014,I had been waiting for the Surface Pro 3 for quite some time now.
Samsung TV 65 Curved,TV,1799,Frys,60616,Chicago,IL,Yes,Samsung,Yes,ulvab26,18,Male,Programmer,4,4/1/2015,I would definitely buy again !
Samsung TV 65 Curved,TV,1900,Bestbuy,60603,Chicago,IL,No,Samsung,No,fmpsc37,23,Female,Programmer,4,8/21/2014,Had to return the first one I bought (open item) because of bad ghosting issues.
Dell Ispiron 15.6,Laptop,328,hhgregg,44114,Cleveland,OH,Yes,Dell,Yes,teqzp37,40,Female,Accountant,4,4/19/2014,I like this laptop cause it's simple to use and work with.
HP PAVALION  15.6,Laptop,299,Frys,94102,San Francisco,CA,Yes,HP,No,awxox77,54,Female,Student,5,7/9/2014, Easy to use format with windows 8 is everything I wanted   at my fingertips  . 
Samsung TV 65 Curved,TV,1900,Walmart,60585,Naperville,IL,No,Samsung,No,nkexw22,57,Male,Unknown,5,6/21/2014,It has a great picture. 
LG 65,TV,2250,Target,2108,Boston,MA,No,LG,No,exdvp47,43,Male,Unknown,5,4/1/2013,Had great experience and got just what we needed.
Samsung TV 60 LED,TV,1100,Target,2110,Boston,MA,Yes,Samsung,No,ibrhy74,46,Female,Student,5,12/10/2014,This T.V. is great! It does everything.
Surface 3,Tablet,969,Frys,60585,Naperville,IL,No,Microsoft,No,vydiv28,35,Female,Unknown,1,2/14/2014,Loud fan noise and it started randomly even you are not doing something heavy.
Surface 3,Tablet,925,Frys,90033,Los Angeles,CA,No,Microsoft,No,jpyaz82,51,Male,Accountant,4,11/29/2014, Not a bad tablet
LG 65,TV,849,Target,60585,Naperville,IL,Yes,LG,Yes,skszi8,57,Male,Programmer,5,6/21/2014,No complaints with this tv. 
Galaxy S4,Smart Phone,402,Target,60585,Naperville,IL,No,Samsung,No,gzkle53,20,Male,Accountant,5,2/15/2014, Major improvement over my Samsung Galaxy II Skyrocket. Larger 5   screen
HP PAVALION  15.6,Laptop,298,Frys,33129,Miami,FL,Yes,HP,Yes,rfcbk7,22,Male,Unknown,5,10/28/2014,Have been using it now for a month and have had no problems.
iPhone 6,Smart Phone,960,Bestbuy,2110,Boston,MA,No,Apple,No,vssnh78,51,Male,Secretary,4,12/1/2014,Camera is clear (I'm still looking for a faster way to focus though)
Galaxy S4,Smart Phone,402,Target,60585,Naperville,IL,No,Samsung,No,kwxca46,55,Male,Manager,4,12/2/2014, I upgraded from my Galaxy S3 with a little hesitation. It looked the same
Galaxy S4,Smart Phone,399,Frys,60616,Chicago,IL,No,Samsung,No,hckri56,26,Male,Programmer,4,12/3/2014,This phone is so simple to set up and use.
Galaxy S4,Smart Phone,402,Frys,90033,Los Angeles,CA,No,Samsung,No,qsybi17,36,Female,Secretary,4,12/4/2014, This has been purchased as a gift
LG 65,TV,849,hhgregg,94102,San Francisco,CA,Yes,LG,Yes,unoya81,49,Female,Unknown,5,8/1/2014,This tv is so eye catching the view is crystal clear and I love watching it
Surface 3,Tablet,899,hhgregg,94158,San Francisco,CA,Yes,Microsoft,No,ieaom90,57,Male,Programmer,4,12/10/2014, Good product
HP PAVALION  15.6,Laptop,298,hhgregg,60603,Chicago,IL,Yes,HP,Yes,jfunq43,52,Male,Manager,5,8/21/2014,Great everyday computer with a lot of features for the price. Good deal too at $329.99.
Samsung TV 65 Curved,TV,1899,Walmart,2110,Boston,MA,Yes,Samsung,Yes,rxjby64,49,Male,Secretary,5,8/10/2014,This is the best tv i have ever had.
LG 65,TV,2250,hhgregg,90033,Los Angeles,CA,No,LG,No,yhquo36,27,Male,Secretary,3,9/14/2014,The image is crystal clear but it has no optical output. 
Samsung Tab 4,Tablet,349,Frys,60603,Chicago,IL,No,Samsung,No,itqfk17,25,Male,Programmer,5,12/10/2014,I love all of the features of the tablet. I would recommend it to all of my friends.
Samsung TV 60 LED,TV,1100,Frys,33129,Miami,FL,Yes,Samsung,No,utulj67,26,Male,Accountant,1,5/12/2014, I advise you measure the TV before you purchase. My TV is only 55  
iPhone 6,Smart Phone,399,Target,60603,Chicago,IL,No,Apple,No,tqmgo57,43,Male,Student,3,5/15/2013, I like the larger screen phones
iPad Air,Tablet,499,hhgregg,94102,San Francisco,CA,No,Apple,No,qgajd80,54,Female,Student,5,7/9/2014,Very user friendly and nice to have the net at your finger tips.
iPhone 6,Smart Phone,589,Walmart,90012,Los Angeles,CA,No,Apple,No,zgfze79,33,Male,Student,5,4/29/2014, The iPhone 6 has a crisp screen
iPhone 6,Smart Phone,960,Target,90012,Los Angeles,CA,No,Apple,No,zdnjf0,50,Female,Accountant,5,8/17/2014, I love the new i6 phone. The size is perfect
Samsung TV 65 Curved,TV,2199,Frys,90012,Los Angeles,CA,No,Samsung,No,fuagm41,22,Female,Manager,1,2/15/2015,couldn't watch netflix on it. slow wifi connection
iPhone 6,Smart Phone,399,Frys,94158,San Francisco,CA,No,Apple,No,qwxnb83,32,Male,Secretary,4,12/1/2014, Have always like apple products
Samsung TV 65 Curved,TV,2099,Frys,33130,Miami,FL,Yes,Samsung,No,jzsjd72,26,Male,Unknown,3,8/10/2013,I thing not as good for this price.
iPhone 6,Smart Phone,399,hhgregg,60585,Naperville,IL,No,Apple,No,ibrjv9,34,Male,Secretary,1,2/15/2014,wifi connection is slow
HP PAVALION  15.6,Laptop,299,Target,60616,Chicago,IL,Yes,HP,No,tilpv47,54,Male,Unknown,5,6/26/2014, This computer was exactly what I was looking for! Was a little hesitant on the Windows 8
Dell Ispiron 15.6,Laptop,349,Walmart,90033,Los Angeles,CA,Yes,Dell,No,utxyu34,29,Female,Secretary,5,6/10/2014,I love Dell.. they are my favorite.
Galaxy S4,Smart Phone,402,Frys,30134,Atlanta,GA,No,Samsung,No,xctfd42,45,Female,Manager,4,6/25/2014, The Galaxy 4 is a good smartphone
HP PAVALION  15.6,Laptop,376,hhgregg,60585,Naperville,IL,No,HP,No,olxsy69,53,Male,Manager,5,10/25/2014, The speed of the computer is nice and runs smooth
Surface 3,Tablet,969,hhgregg,94102,San Francisco,CA,No,Microsoft,No,eszqf0,36,Male,Manager,3,1/14/2014, I'll admit to being an Apple fan and hope that as I force myself to use this more
Samsung TV 65 Curved,TV,2199,Target,94158,San Francisco,CA,No,Samsung,No,ohbbk3,28,Male,Manager,4,12/20/2014, After I turned this tv on I knew I'd be taking it back the next day
Samsung Tab 4,Tablet,349,Walmart,60616,Chicago,IL,No,Samsung,No,rtglc22,29,Female,Secretary,4,12/27/2014,HP has always been our 1st choice for products we buy
Dell Ispiron 15.6,Laptop,328,Walmart,94158,San Francisco,CA,Yes,Dell,Yes,kkdhz70,39,Male,Secretary,5,10/25/2014,the machine is simply excellent
HP PAVALION  15.6,Laptop,376,Walmart,44114,Cleveland,OH,No,HP,No,jlnnr92,55,Male,Programmer,5,11/10/2014,I like having the ability to use keyboard/touchscreen and ease of access. It doesn't replace my iPad but offers me more functionality.
Samsung Tab 4,Tablet,299,hhgregg,90012,Los Angeles,CA,Yes,Samsung,No,kgpnh98,31,Male,Manager,5,12/15/2013, This tablet gets used for everything in my home; homework
Dell Ispiron 15.6,Laptop,328,Walmart,60603,Chicago,IL,Yes,Dell,Yes,pfvgt2,47,Male,Student,5,5/24/2014, For the money
Surface 3,Tablet,999,Walmart,33130,Miami,FL,No,Microsoft,No,cpiws2,21,Female,Manager,4,12/5/2014,Requires purchase of office suite
Samsung TV 65 Curved,TV,1900,hhgregg,60603,Chicago,IL,No,Samsung,No,lualr35,32,Female,Manager,5,2/15/2015,This samsung tv is amazing!
iPad Air,Tablet,499,Target,60603,Chicago,IL,No,Apple,No,pbxhr55,21,Male,Programmer,1,12/14/2014, breaks easily
Dell Ispiron 15.6,Laptop,449,Bestbuy,90012,Los Angeles,CA,Yes,Dell,No,hzmze94,53,Male,Secretary,5,10/28/2014,I went in with the thought of just looking and seeing what might be available. 
Dell Ispiron 15.6,Laptop,449,Target,33130,Miami,FL,Yes,Dell,No,ferek97,34,Male,Manager,5,7/19/2014,Nice lappy from Dell.
Galaxy S4,Smart Phone,399,Bestbuy,94158,San Francisco,CA,No,Samsung,No,fivut6,38,Female,Secretary,5,7/21/2014, It does everything I wanted it to do
Dell Ispiron 15.6,Laptop,449,hhgregg,94158,San Francisco,CA,Yes,Dell,No,spmrk51,36,Male,Secretary,5,9/20/2014,Very happy with my purchase.
Samsung TV 60 LED,TV,1200,Walmart,60585,Naperville,IL,No,Samsung,No,zxjib11,54,Female,Student,4,5/12/2014,The picture is very clear and the internet works well.
iPad Air,Tablet,499,hhgregg,44114,Cleveland,OH,No,Apple,No,zssqq72,41,Male,Unknown,4,10/10/2013, This is a good tablet
Samsung Tab 4,Tablet,299,Walmart,94102,San Francisco,CA,Yes,Samsung,No,wdrhn7,29,Female,Student,4,8/18/2014,I use these as work tablets for all my employees and they work great. I have had no issues at all. Recommend to anyone.
